,state,lat,lng,population,location,county
1095,Pennsylvania,40.4169,-77.9812,44123,"(40.4169, -77.9812)",Huntingdon County
1096,Wisconsin,46.4329,-91.9162,44092,"(46.4329, -91.9162)",Douglas County
1097,California,41.5927,-122.5404,44049,"(41.5927, -122.5404)",Siskiyou County
1098,Louisiana,29.8691,-89.5549,44038,"(29.8691, -89.5549)",Saint Bernard Parish
1099,Ohio,39.8942,-83.4005,43961,"(39.8942, -83.4005)",Madison County
1100,Florida,30.1956,-82.9915,43881,"(30.1956, -82.9915)",Suwannee County
1101,Oklahoma,36.818,-97.1439,43859,"(36.818, -97.1439)",Kay County
1102,Georgia,33.0693,-83.2495,43778,"(33.0693, -83.2495)",Baldwin County
1103,Oklahoma,34.9239,-95.7484,43758,"(34.9239, -95.7484)",Pittsburg County
1104,Florida,30.5795,-84.6136,43746,"(30.5795, -84.6136)",Gadsden County
1105,Ohio,38.9338,-83.8673,43715,"(38.9338, -83.8673)",Brown County
1106,Minnesota,45.1524,-95.0047,43686,"(45.1524, -95.0047)",Kandiyohi County
1107,Indiana,38.3643,-86.8798,43584,"(38.3643, -86.8798)",Dubois County
1108,South Carolina,34.6398,-80.1587,43536,"(34.6398, -80.1587)",Chesterfield County
1109,New Hampshire,43.3613,-72.2221,43356,"(43.3613, -72.2221)",Sullivan County
1110,Indiana,41.3976,-84.9991,43312,"(41.3976, -84.9991)",DeKalb County
1111,Ohio,39.1847,-83.601,43285,"(39.1847, -83.601)",Highland County
1112,Florida,29.3184,-82.7434,43268,"(29.3184, -82.7434)",Levy County
1113,Missouri,38.027,-92.766,43227,"(38.027, -92.766)",Camden County
1114,Washington,47.7361,-119.6918,43189,"(47.7361, -119.6918)",Douglas County
1115,North Carolina,35.0059,-79.7479,43149,"(35.0059, -79.7479)",Richmond County
1116,Oklahoma,34.4856,-97.8515,43140,"(34.4856, -97.8515)",Stephens County
1117,Missouri,38.7283,-93.2851,43059,"(38.7283, -93.2851)",Pettis County
1118,Georgia,31.5493,-82.8492,43056,"(31.5493, -82.8492)",Coffee County
1119,North Carolina,35.9291,-80.5445,43030,"(35.9291, -80.5445)",Davie County
1120,Georgia,34.0018,-85.1881,43019,"(34.0018, -85.1881)",Polk County
1121,Tennessee,35.1551,-86.0922,42980,"(35.1551, -86.0922)",Franklin County
1122,Iowa,43.0816,-93.2608,42979,"(43.0816, -93.2608)",Cerro Gordo County
1123,Iowa,41.4839,-91.1127,42968,"(41.4839, -91.1127)",Muscatine County
1124,Pennsylvania,40.963,-77.0622,42908,"(40.963, -77.0622)",Union County
1125,Colorado,38.4022,-108.2693,42823,"(38.4022, -108.2693)",Montrose County
1126,Texas,32.2363,-98.2179,42788,"(32.2363, -98.2179)",Erath County
1127,Arkansas,33.3124,-93.8921,42682,"(33.3124, -93.8921)",Bowie County
1128,Virginia,37.1865,-77.2242,42634,"(37.1865, -77.2242)",Prince George County
1129,Virginia,38.7479,-77.4838,42620,"(38.7479, -77.4838)",City of Manassas
1130,Ohio,41.6018,-84.1301,42602,"(41.6018, -84.1301)",Fulton County
1131,Utah,40.8683,-110.9557,42524,"(40.8683, -110.9557)",Summit County
1132,Virginia,36.5831,-79.4088,42507,"(36.5831, -79.4088)",City of Danville
1133,North Carolina,36.3649,-78.4079,42492,"(36.3649, -78.4079)",Vance County
1134,Oklahoma,35.0093,-97.4443,42393,"(35.0093, -97.4443)",McClain County
1135,North Carolina,35.2876,-83.1408,42388,"(35.2876, -83.1408)",Jackson County
1136,Washington,48.5488,-119.7408,42336,"(48.5488, -119.7408)",Okanogan County
1137,Ohio,40.5399,-84.6294,42321,"(40.5399, -84.6294)",Mercer County
1138,Missouri,36.7164,-90.4066,42280,"(36.7164, -90.4066)",Butler County
1139,Tennessee,35.1971,-89.4144,42228,"(35.1971, -89.4144)",Fayette County
1140,West Virginia,40.0969,-80.6189,42224,"(40.0969, -80.6189)",Ohio County
1141,Idaho,46.3268,-116.7502,42200,"(46.3268, -116.7502)",Nez Perce County
1142,Wisconsin,44.7194,-92.4224,42187,"(44.7194, -92.4224)",Pierce County
1143,Wyoming,41.6595,-108.8796,42079,"(41.6595, -108.8796)",Sweetwater County
1144,Ohio,39.4149,-83.8084,42077,"(39.4149, -83.8084)",Clinton County
1145,Louisiana,30.1264,-90.4709,41986,"(30.1264, -90.4709)",Saint John the Baptist Parish
1146,Georgia,33.835,-83.4371,41978,"(33.835, -83.4371)",Oconee County
1147,Ohio,40.8508,-82.9198,41861,"(40.8508, -82.9198)",Crawford County
1148,Texas,33.6393,-97.2126,41860,"(33.6393, -97.2126)",Cooke County
1149,Wisconsin,45.3834,-88.0337,41827,"(45.3834, -88.0337)",Marinette County
1150,Arkansas,36.2872,-92.3369,41801,"(36.2872, -92.3369)",Baxter County
1151,Texas,29.2779,-96.2221,41614,"(29.2779, -96.2221)",Wharton County
1152,Michigan,43.2927,-84.6049,41534,"(43.2927, -84.6049)",Gratiot County
1153,Minnesota,45.6991,-93.9988,41300,"(45.6991, -93.9988)",Benton County
1154,Texas,32.7363,-94.9415,41261,"(32.7363, -94.9415)",Upshur County
1155,Minnesota,45.5615,-93.2951,41257,"(45.5615, -93.2951)",Isanti County
1156,Alabama,32.8624,-85.7975,41251,"(32.8624, -85.7975)",Tallapoosa County
1157,Georgia,31.4574,-83.5266,41247,"(31.4574, -83.5266)",Tift County
1158,Oregon,45.995,-123.6557,41190,"(45.995, -123.6557)",Clatsop County
1159,Pennsylvania,41.7722,-77.2543,41186,"(41.7722, -77.2543)",Tioga County
1160,Tennessee,36.2611,-87.0868,41184,"(36.2611, -87.0868)",Cheatham County
1161,Tennessee,35.6787,-85.7785,41163,"(35.6787, -85.7785)",Warren County
1162,Ohio,39.7415,-84.648,40929,"(39.7415, -84.648)",Preble County
1163,Wisconsin,44.7892,-88.7654,40848,"(44.7892, -88.7654)",Shawano County
1164,Virginia,38.9087,-78.2085,40800,"(38.9087, -78.2085)",Warren County
1165,Oklahoma,36.4082,-94.8026,40791,"(36.4082, -94.8026)",Delaware County
1166,Michigan,43.4236,-82.8203,40759,"(43.4236, -82.8203)",Sanilac County
1167,Maine,44.141,-69.1686,40729,"(44.141, -69.1686)",Knox County
1168,California,38.4464,-120.6511,40577,"(38.4464, -120.6511)",Amador County
1169,West Virginia,38.0288,-81.0811,40545,"(38.0288, -81.0811)",Fayette County
1170,Pennsylvania,41.8076,-78.569,40459,"(41.8076, -78.569)",McKean County
1171,North Carolina,36.2955,-76.2843,40454,"(36.2955, -76.2843)",Pasquotank County
1172,Virginia,37.125,-81.5606,40392,"(37.125, -81.5606)",Tazewell County
1173,Ohio,41.5379,-83.1435,40367,"(41.5379, -83.1435)",Ottawa County
1174,Indiana,41.6426,-85.4265,40364,"(41.6426, -85.4265)",LaGrange County
1175,Arkansas,35.7624,-90.0522,40361,"(35.7624, -90.0522)",Mississippi County
1176,New York,42.7024,-78.2245,40338,"(42.7024, -78.2245)",Wyoming County
1177,New Mexico,36.5096,-106.6931,40285,"(36.5096, -106.6931)",Rio Arriba County
1178,New York,43.2521,-78.2312,40148,"(43.2521, -78.2312)",Orleans County
1179,Michigan,43.6408,-85.3246,40128,"(43.6408, -85.3246)",Mecosta County
1180,Mississippi,31.1749,-90.4042,40098,"(31.1749, -90.4042)",Pike County
1181,Minnesota,43.6715,-92.7525,40082,"(43.6715, -92.7525)",Mower County
1182,Georgia,34.7884,-84.7481,40063,"(34.7884, -84.7481)",Murray County
1183,Iowa,42.0358,-92.9988,40049,"(42.0358, -92.9988)",Marshall County
1184,Missouri,36.774,-91.8865,39960,"(36.774, -91.8865)",Howell County
1185,Florida,26.5535,-81.1659,39902,"(26.5535, -81.1659)",Hendry County
1186,Idaho,46.8162,-116.7117,39872,"(46.8162, -116.7117)",Latah County
1187,Florida,27.3864,-80.8886,39870,"(27.3864, -80.8886)",Okeechobee County
1188,Pennsylvania,40.7698,-77.0702,39797,"(40.7698, -77.0702)",Snyder County
1189,Maine,44.5028,-69.1454,39772,"(44.5028, -69.1454)",Waldo County
1190,Indiana,38.1951,-86.1114,39684,"(38.1951, -86.1114)",Harrison County
1191,Oklahoma,35.4953,-94.7552,39538,"(35.4953, -94.7552)",Sequoyah County
1192,Louisiana,31.0763,-92.0014,39529,"(31.0763, -92.0014)",Avoyelles Parish
1193,Wyoming,43.0405,-108.6304,39402,"(43.0405, -108.6304)",Fremont County
1194,Tennessee,36.4035,-84.1494,39397,"(36.4035, -84.1494)",Campbell County
1195,Oklahoma,36.3019,-95.2307,39324,"(36.3019, -95.2307)",Mayes County
1196,Missouri,37.2809,-92.8759,39265,"(37.2809, -92.8759)",Webster County
1197,North Carolina,36.39,-78.9718,39131,"(36.39, -78.9718)",Person County
1198,Minnesota,45.9338,-95.4535,39081,"(45.9338, -95.4535)",Douglas County
1199,North Dakota,48.3437,-103.4802,39076,"(48.3437, -103.4802)",Williams County
1200,Texas,27.7314,-98.0899,39060,"(27.7314, -98.0899)",Jim Wells County
1201,Wisconsin,45.0264,-88.2697,39048,"(45.0264, -88.2697)",Oconto County
1202,Kansas,37.5073,-94.8518,39012,"(37.5073, -94.8518)",Crawford County
1203,West Virginia,38.1459,-82.427,38933,"(38.1459, -82.427)",Wayne County
1204,Virginia,36.8912,-76.7259,38898,"(36.8912, -76.7259)",Isle of Wight County
1205,Virginia,37.416,-76.5434,38875,"(37.416, -76.5434)",Gloucester County
1206,Iowa,40.9232,-91.1815,38824,"(40.9232, -91.1815)",Des Moines County
1207,Arkansas,33.1713,-92.5972,38815,"(33.1713, -92.5972)",Union County
1208,Ohio,40.1377,-83.7696,38715,"(40.1377, -83.7696)",Champaign County
1209,South Carolina,32.8637,-80.667,38561,"(32.8637, -80.667)",Colleton County
1210,Pennsylvania,41.8214,-75.8007,38540,"(41.8214, -75.8007)",Susquehanna County
1211,Pennsylvania,41.8145,-79.2741,38492,"(41.8145, -79.2741)",Warren County
1212,Arizona,32.9326,-109.8875,38453,"(32.9326, -109.8875)",Graham County
1213,Illinois,40.7883,-89.2113,38414,"(40.7883, -89.2113)",Woodford County
1214,Ohio,40.052,-81.4943,38409,"(40.052, -81.4943)",Guernsey County
1215,Alabama,32.326,-87.1065,38326,"(32.326, -87.1065)",Dallas County
1216,Ohio,41.3239,-84.4905,38300,"(41.3239, -84.4905)",Defiance County
1217,South Dakota,45.5898,-98.3516,38278,"(45.5898, -98.3516)",Brown County
1218,Missouri,37.1064,-93.833,38231,"(37.1064, -93.833)",Lawrence County
1219,Kansas,38.0443,-100.737,38187,"(38.0443, -100.737)",Finney County
1220,Texas,31.7742,-98.9998,38159,"(31.7742, -98.9998)",Brown County
1221,Oklahoma,34.728,-96.6844,38116,"(34.728, -96.6844)",Pontotoc County
1222,Virginia,37.9786,-77.963,38106,"(37.9786, -77.963)",Louisa County
1223,Missouri,37.053,-89.5686,38055,"(37.053, -89.5686)",Scott County
1224,Indiana,40.0404,-86.8933,38018,"(40.0404, -86.8933)",Montgomery County
1225,South Carolina,34.2898,-81.6001,37918,"(34.2898, -81.6001)",Newberry County
1226,Arkansas,35.7416,-91.5697,37910,"(35.7416, -91.5697)",Independence County
1227,Pennsylvania,41.234,-77.6385,37860,"(41.234, -77.6385)",Clinton County
1228,Indiana,40.7615,-86.346,37820,"(40.7615, -86.346)",Cass County
1229,Illinois,37.9923,-88.9242,37810,"(37.9923, -88.9242)",Franklin County
1230,Iowa,41.686,-93.0538,37808,"(41.686, -93.0538)",Jasper County
1231,Wisconsin,45.7056,-89.5218,37799,"(45.7056, -89.5218)",Oneida County
1232,Maryland,38.7714,-76.0971,37663,"(38.7714, -76.0971)",Talbot County
1233,Arkansas,36.3086,-93.0915,37662,"(36.3086, -93.0915)",Boone County
1234,Illinois,38.6496,-88.919,37543,"(38.6496, -88.919)",Marion County
1235,Alabama,31.2485,-86.4513,37542,"(31.2485, -86.4513)",Covington County
1236,Wyoming,41.6545,-105.7238,37525,"(41.6545, -105.7238)",Albany County
1237,Pennsylvania,41.1924,-79.421,37489,"(41.1924, -79.421)",Clarion County
1238,Louisiana,31.7234,-93.0962,37478,"(31.7234, -93.0962)",Natchitoches Parish
1239,Vermont,44.0309,-73.1408,37434,"(44.0309, -73.1408)",Addison County
1240,Michigan,46.8976,-88.6875,37414,"(46.8976, -88.6875)",Baraga County
1241,Minnesota,44.0223,-93.2261,37396,"(44.0223, -93.2261)",Steele County
1242,Kentucky,36.621,-88.2723,37345,"(36.621, -88.2723)",Calloway County
1243,Vermont,43.0354,-73.0932,37326,"(43.0354, -73.0932)",Bennington County
1244,New York,44.1172,-73.7726,37314,"(44.1172, -73.7726)",Essex County
1245,North Carolina,36.1605,-80.6652,37280,"(36.1605, -80.6652)",Yadkin County
1246,Nebraska,41.5779,-96.654,37175,"(41.5779, -96.654)",Dodge County
1247,North Carolina,35.7824,-75.7988,37160,"(35.7824, -75.7988)",Dare County
1248,North Carolina,35.1505,-83.4222,37088,"(35.1505, -83.4222)",Macon County
1249,Wisconsin,42.68,-89.6022,37066,"(42.68, -89.6022)",Green County
1250,Illinois,38.3005,-88.924,37043,"(38.3005, -88.924)",Jefferson County
1251,Texas,33.1496,-95.564,37008,"(33.1496, -95.564)",Hopkins County
1252,Illinois,38.6065,-89.4225,36998,"(38.6065, -89.4225)",Clinton County
1253,Iowa,42.4279,-94.1818,36986,"(42.4279, -94.1818)",Webster County
1254,Ohio,41.5603,-84.5882,36973,"(41.5603, -84.5882)",Williams County
1255,Indiana,39.6663,-86.845,36942,"(39.6663, -86.845)",Putnam County
1256,Oklahoma,35.6466,-95.9643,36900,"(35.6466, -95.9643)",Okmulgee County
1257,Kentucky,37.9708,-84.1474,36897,"(37.9708, -84.1474)",Clark County
1258,Maine,43.9598,-69.8546,36868,"(43.9598, -69.8546)",Sagadahoc County
1259,Michigan,45.9193,-86.9241,36839,"(45.9193, -86.9241)",Delta County
1260,Tennessee,36.0592,-89.4136,36818,"(36.0592, -89.4136)",Dyer County
1261,Louisiana,32.7135,-93.335,36761,"(32.7135, -93.335)",Webster Parish
1262,Alabama,31.1261,-87.1616,36755,"(31.1261, -87.1616)",Escambia County
1263,Minnesota,44.8236,-94.2724,36727,"(44.8236, -94.2724)",McLeod County
1264,Kentucky,36.7231,-88.6512,36701,"(36.7231, -88.6512)",Graves County
1265,Indiana,40.8292,-85.4881,36699,"(40.8292, -85.4881)",Huntington County
1266,Michigan,46.3053,-84.578,36670,"(46.3053, -84.578)",Chippewa County
1267,Kentucky,36.7581,-84.1452,36648,"(36.7581, -84.1452)",Whitley County
1268,Ohio,40.3017,-81.9201,36629,"(40.3017, -81.9201)",Coshocton County
1269,Virginia,38.2461,-78.014,36593,"(38.2461, -78.014)",Orange County
1270,Louisiana,30.6486,-93.3432,36553,"(30.6486, -93.3432)",Beauregard Parish
1271,North Carolina,35.921,-81.177,36505,"(35.921, -81.177)",Alexander County
1272,Minnesota,46.5924,-92.677,36362,"(46.5924, -92.677)",Carlton County
1273,Texas,28.8212,-96.011,36251,"(28.8212, -96.011)",Matagorda County
1274,Kansas,39.0024,-96.7525,36247,"(39.0024, -96.7525)",Geary County
1275,Tennessee,35.9254,-83.1212,36186,"(35.9254, -83.1212)",Cocke County
1276,Indiana,38.6891,-87.418,36148,"(38.6891, -87.418)",Knox County
1277,Texas,31.9907,-97.1324,36138,"(31.9907, -97.1324)",Hill County
1278,Virginia,36.9752,-82.6212,36105,"(36.9752, -82.6212)",City of Norton
1279,Missouri,37.6583,-92.5903,36060,"(37.6583, -92.5903)",Laclede County
1280,Texas,33.5938,-96.1069,36052,"(33.5938, -96.1069)",Fannin County
1281,Nebraska,41.8506,-103.708,36048,"(41.8506, -103.708)",Scotts Bluff County
1282,Indiana,40.7695,-86.045,35952,"(40.7695, -86.045)",Miami County
1283,Utah,40.1248,-109.5186,35951,"(40.1248, -109.5186)",Uintah County
1284,Georgia,31.0538,-82.4237,35917,"(31.0538, -82.4237)",Ware County
1285,Kentucky,38.5457,-82.9223,35853,"(38.5457, -82.9223)",Greenup County
1286,Indiana,40.7457,-84.9366,35827,"(40.7457, -84.9366)",Adams County
1287,Iowa,43.0826,-96.1779,35815,"(43.0826, -96.1779)",Sioux County
1288,Texas,30.2145,-96.4034,35807,"(30.2145, -96.4034)",Washington County
1289,Pennsylvania,39.8538,-80.2229,35781,"(39.8538, -80.2229)",Greene County
1290,Kentucky,37.5571,-82.7457,35780,"(37.5571, -82.7457)",Floyd County
1291,Illinois,40.8916,-88.5577,35771,"(40.8916, -88.5577)",Livingston County
1292,Missouri,38.7646,-91.1607,35729,"(38.7646, -91.1607)",Warren County
1293,Nebraska,41.9167,-97.6008,35538,"(41.9167, -97.6008)",Madison County
1294,Maine,44.0665,-69.5434,35466,"(44.0665, -69.5434)",Lincoln County
1295,Ohio,39.7372,-82.2361,35451,"(39.7372, -82.2361)",Perry County
1296,Tennessee,35.1405,-86.589,35365,"(35.1405, -86.589)",Lincoln County
1297,Montana,45.9024,-112.6567,35306,"(45.9024, -112.6567)",Silver Bow County
1298,Iowa,41.0306,-92.4095,35292,"(41.0306, -92.4095)",Wapello County
1299,Minnesota,46.9346,-95.674,35202,"(46.9346, -95.674)",Becker County
1300,Ohio,40.5241,-82.7941,35049,"(40.5241, -82.7941)",Morrow County
1301,Utah,40.3308,-111.1682,35009,"(40.3308, -111.1682)",Summit County
1302,Georgia,32.736,-84.9089,34914,"(32.736, -84.9089)",Harris County
1303,Illinois,38.2785,-90.1773,34905,"(38.2785, -90.1773)",Monroe County
1304,Mississippi,31.5324,-90.454,34855,"(31.5324, -90.454)",Lincoln County
1305,Mississippi,34.8808,-88.5803,34717,"(34.8808, -88.5803)",Alcorn County
1306,Wisconsin,44.7347,-90.6121,34703,"(44.7347, -90.6121)",Clark County
1307,Missouri,36.7099,-93.8291,34701,"(36.7099, -93.8291)",Barry County
1308,Kansas,37.2377,-96.8375,34661,"(37.2377, -96.8375)",Cowley County
1309,South Dakota,44.3697,-96.7905,34631,"(44.3697, -96.7905)",Brookings County
1310,Alabama,32.9143,-85.392,34612,"(32.9143, -85.392)",Chambers County
1311,Illinois,39.0598,-88.5899,34594,"(39.0598, -88.5899)",Effingham County
1312,Tennessee,35.4689,-86.765,34567,"(35.4689, -86.765)",Marshall County
1313,Nebraska,41.0477,-100.7453,34532,"(41.0477, -100.7453)",Lincoln County
1314,Indiana,41.6439,-85.0009,34507,"(41.6439, -85.0009)",Steuben County
1315,Texas,32.3062,-101.4356,34488,"(32.3062, -101.4356)",Howard County
1316,New Mexico,36.5783,-105.631,34475,"(36.5783, -105.631)",Taos County
1317,Ohio,41.0221,-84.1317,34400,"(41.0221, -84.1317)",Putnam County
1318,Minnesota,44.3499,-94.2475,34380,"(44.3499, -94.2475)",Nicollet County
1319,Kansas,38.5635,-94.8381,34312,"(38.5635, -94.8381)",Miami County
1320,Indiana,41.1394,-85.5051,34259,"(41.1394, -85.5051)",Whitley County
1321,Florida,27.1864,-81.8095,34258,"(27.1864, -81.8095)",DeSoto County
1322,North Carolina,34.8409,-79.4804,34222,"(34.8409, -79.4804)",Scotland County
1323,Illinois,41.7461,-89.3003,34221,"(41.7461, -89.3003)",Lee County
1324,Nebraska,41.5713,-97.5211,34219,"(41.5713, -97.5211)",Platte County
1325,Kansas,37.6917,-99.888,34212,"(37.6917, -99.888)",Ford County
1326,West Virginia,39.4693,-79.6682,34206,"(39.4693, -79.6682)",Preston County
1327,Mississippi,33.8923,-88.4805,34168,"(33.8923, -88.4805)",Monroe County
1328,Michigan,45.5202,-84.8904,34072,"(45.5202, -84.8904)",Emmet County
1329,Minnesota,46.0126,-94.2684,34023,"(46.0126, -94.2684)",Morrison County
1330,Virginia,36.7669,-78.9366,34013,"(36.7669, -78.9366)",Halifax County
1331,Mississippi,34.7623,-89.5031,33980,"(34.7623, -89.5031)",Marshall County
1332,Kansas,38.0432,-97.4272,33959,"(38.0432, -97.4272)",Harvey County
1333,Illinois,39.5458,-89.2773,33893,"(39.5458, -89.2773)",Christian County
1334,Virginia,37.0636,-80.7144,33841,"(37.0636, -80.7144)",Pulaski County
1335,Michigan,44.3383,-85.5785,33766,"(44.3383, -85.5785)",Wexford County
1336,Virginia,37.5571,-79.8124,33734,"(37.5571, -79.8124)",Botetourt County
1337,Oklahoma,35.703,-96.8809,33734,"(35.703, -96.8809)",Lincoln County
1338,Florida,30.1673,-84.4007,33732,"(30.1673, -84.4007)",Wakulla County
1339,Illinois,40.4728,-90.2075,33691,"(40.4728, -90.2075)",Fulton County
1340,New York,42.781,-76.8238,33651,"(42.781, -76.8238)",Seneca County
1341,Iowa,41.3344,-93.0994,33487,"(41.3344, -93.0994)",Marion County
1342,Iowa,40.642,-91.4793,33442,"(40.642, -91.4793)",Hancock County
1343,Georgia,34.4643,-84.4656,33439,"(34.4643, -84.4656)",Pickens County
1344,Georgia,34.5722,-84.0027,33405,"(34.5722, -84.0027)",Lumpkin County
1345,Virginia,37.7644,-75.6334,33367,"(37.7644, -75.6334)",Accomack County
1346,Indiana,38.7024,-87.072,33337,"(38.7024, -87.072)",Daviess County
1347,Maryland,38.8717,-75.8316,33320,"(38.8717, -75.8316)",Caroline County
1348,Virginia,37.2043,-77.3913,33261,"(37.2043, -77.3913)",City of Petersburg
1349,Illinois,41.4041,-89.5287,33203,"(41.4041, -89.5287)",Bureau County
1350,North Dakota,46.716,-101.2811,33192,"(46.716, -101.2811)",Oliver County
1351,Mississippi,34.3639,-89.9506,33157,"(34.3639, -89.9506)",Panola County
1352,North Carolina,35.2021,-82.7982,33131,"(35.2021, -82.7982)",Transylvania County
1353,Arkansas,34.3177,-92.9461,33129,"(34.3177, -92.9461)",Hot Spring County
1354,Alabama,34.5217,-87.311,33116,"(34.5217, -87.311)",Lawrence County
1355,Indiana,38.7858,-85.4386,33057,"(38.7858, -85.4386)",Jefferson County
1356,Indiana,41.023,-87.1161,33045,"(41.023, -87.1161)",Jasper County
1357,Texas,30.744,-94.0251,33032,"(30.744, -94.0251)",Jasper County
1358,Tennessee,35.6087,-84.9244,33031,"(35.6087, -84.9244)",Rhea County
1359,Indiana,40.3017,-86.4751,33020,"(40.3017, -86.4751)",Clinton County
1360,Indiana,38.3119,-87.5846,33006,"(38.3119, -87.5846)",Gibson County
1361,Washington,47.7486,-123.5964,33006,"(47.7486, -123.5964)",Clallam County
1362,Alabama,31.8027,-85.9409,32997,"(31.8027, -85.9409)",Pike County
1363,West Virginia,37.947,-80.453,32995,"(37.947, -80.453)",Greenbrier County
1364,North Dakota,46.8107,-102.6551,32989,"(46.8107, -102.6551)",Stark County
1365,Georgia,31.7796,-84.1412,32968,"(31.7796, -84.1412)",Lee County
1366,Tennessee,36.2983,-88.7178,32946,"(36.2983, -88.7178)",Weakley County
1367,Illinois,39.7156,-90.2015,32882,"(39.7156, -90.2015)",Morgan County
1368,Missouri,39.0655,-93.7854,32858,"(39.0655, -93.7854)",Lafayette County
