,#ZDAY,CENTERLON,CENTERLAT,TOTAL_COUNT,location,county,state,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
15368,2019-06-23,-96.3,32.6,3,"(32.6, -96.3)",Kaufman County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15373,2019-06-23,-98.8,33.2,1,"(33.2, -98.8)",Young County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15378,2019-06-23,-97.7,33.4,3,"(33.4, -97.7)",Wise County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15379,2019-06-23,-97.6,33.4,3,"(33.4, -97.6)",Wise County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15382,2019-06-23,-97.7,33.5,6,"(33.5, -97.7)",Wise County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15383,2019-06-23,-97.6,33.5,12,"(33.5, -97.6)",Wise County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15386,2019-06-23,-97.7,33.6,3,"(33.6, -97.7)",Montague County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15387,2019-06-23,-97.6,33.6,18,"(33.6, -97.6)",Montague County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15388,2019-06-23,-97.5,33.6,12,"(33.6, -97.5)",Montague County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15389,2019-06-23,-97.3,33.6,3,"(33.6, -97.3)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15390,2019-06-23,-97.0,33.7,9,"(33.7, -97.0)",Grayson County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15391,2019-06-23,-97.5,33.7,15,"(33.7, -97.5)",Montague County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15392,2019-06-23,-97.4,33.7,12,"(33.7, -97.4)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15393,2019-06-23,-97.3,33.7,12,"(33.7, -97.3)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15394,2019-06-23,-97.2,33.7,3,"(33.7, -97.2)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15395,2019-06-23,-96.9,33.7,3,"(33.7, -96.9)",Grayson County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15397,2019-06-23,-97.4,33.8,3,"(33.8, -97.4)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15398,2019-06-23,-97.3,33.8,6,"(33.8, -97.3)",Cooke County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15399,2019-06-23,-96.9,33.8,6,"(33.8, -96.9)",Grayson County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15400,2019-06-23,-96.8,33.8,6,"(33.8, -96.8)",Grayson County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
15402,2019-06-23,-98.1,33.9,2,"(33.9, -98.1)",Clay County,Texas,June,2019-06-23,22:00:00,2019-06-25,23:00:00,"Texas: Dallas County, Denton County, Ellis County, Collin County, Ellis County, Hood County, Johnson County, Kaufman County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,265000
